name,url
Frostpunk: Console Edition,https://www.metacritic.com/game/xbox-one/frostpunk-console-edition
The Missing: JJ Macfield and the Island of Memories,https://www.metacritic.com/game/xbox-one/the-missing-jj-macfield-and-the-island-of-memories
EA SPORTS UFC 4,https://www.metacritic.com/game/xbox-one/ea-sports-ufc-4
Dishonored: Death of the Outsider,https://www.metacritic.com/game/xbox-one/dishonored-death-of-the-outsider
The Banner Saga 2,https://www.metacritic.com/game/xbox-one/the-banner-saga-2
Two Point Hospital,https://www.metacritic.com/game/xbox-one/two-point-hospital
Bloodstained: Ritual of the Night,https://www.metacritic.com/game/xbox-one/bloodstained-ritual-of-the-night
FRU,https://www.metacritic.com/game/xbox-one/fru
Thimbleweed Park,https://www.metacritic.com/game/xbox-one/thimbleweed-park
Metro Redux,https://www.metacritic.com/game/xbox-one/metro-redux
Yooka-Laylee and the Impossible Lair,https://www.metacritic.com/game/xbox-one/yooka-laylee-and-the-impossible-lair
Moonlighter,https://www.metacritic.com/game/xbox-one/moonlighter
Assault Android Cactus,https://www.metacritic.com/game/xbox-one/assault-android-cactus
Hitman 2,https://www.metacritic.com/game/xbox-one/hitman-2
